16842506687256281215|3863317033516015488|57237.9|8600
12940572963498453155|1904806524031521105|15093.7|8599
17148330743980187246|13605739463485101632|47067.7|8598
9023386793262919503|8535285865358209014|7586.44|8597
11721105009495701740|11840575601645679569|47908.4|8596
11720125702544952546|3095617179778971481|31841.3|8595
4177199707194602007|14552533928941737795|12884.6|8594
326161210462256798|13344655202097250770|58459.3|8593
14183008411956899820|3373944360052968528|95668|8592
16306323541301602132|152506651874747164|11857.7|8591
10826738273268011795|6058472289734800640|26199.6|8590
15425820181370300127|1690396544527188425|56879.2|8589
6791548729874302533|9361589234647920822|31716.5|8588
6907947981265903635|13623742437475713029|73766|8587
16683720235555439418|8146762002727757064|48531.1|8586
8345823833756345925|134696632974582719|3.56997|8585
1984738072390426218|13141928096498160648|9092.37|8584
13063358415222909312|13258028948134542961|22478.3|8583
16136204637457079735|707245635251817569|8078.44|8582
15650604066239267293|8243429664439419272|28168.9|8581
17645017587177597555|15395515468153255948|3971.32|8580
4188660575330041444|7412134945045924015|20446.8|8579
5890052258279982215|15396015747767832633|45098.1|8578
8891480600695697902|13965822619322214028|69692.9|8577
5312710065819731487|3039018831368141968|11325.8|8576
2703662140737325818|11824170331421147318|14614.5|8575
7048186227645268842|160851729093198511|991.08|8574
10424617880455734669|3092812958369908778|2348.58|8573
10900569979571542597|12755663344385289598|29287.3|8572
17392079597931536642|1050011550914613773|35698.6|8571
7853732130424559017|16572000242061054781|55166.2|8570
4201853994583065633|6995752761140645236|26790.9|8569
10093450229570230397|3011188381858845026|62318.2|8568
2173447792873732272|2282844951400089810|1961.89|8567
8836987355939563234|13912247567634224089|7415.41|8566
13811810066726691887|5342877138840654973|12860|8565
440906930855343371|11812771927998618422|14242.6|8564
11629041086143699395|2111841865494697040|2934.88|8563
394728479058937667|4688880569721768652|900.194|8562
9031551702095959091|10057463723132739181|50124.6|8561
4055417719195480299|6023977198095439772|59440|8560
13262315314520723642|16183194871248615795|2116.14|8559
15774603978330931302|12573368515054277291|53001.7|8558
6048121237011000236|67817049410745437|20885.6|8557
2862383950081771312|9007944795609980904|53188.3|8556
17622444591289501716|6501650811194346699|25005.8|8555
14278845737308549560|705931154150523797|67282|8554
4819984443961368451|12972848471170972769|42437.6|8553
6296918904438337154|14395722837682053538|49537|8552
15443436567556713723|13416773268020133478|5136.14|8551
11410171595886683235|12416965903394593604|2532.99|8550
4458174491555644838|4114053556366091986|3075.22|8549
8713552969840181485|15414641671005513890|47534.6|8548
8221526055603535699|3039018831368141968|13999.4|8547
15396015747767832633|16206731532870841004|14461.8|8546
12593315337875488784|9669620090773693909|48133.4|8545
713310523355879066|4008625359134805854|62376.9|8544
13021116750575948643|15380475285851755940|25473|8543
16555890016976906532|14437430062835050240|19633.8|8542
10018632040243764089|2822927538318327662|10860.5|8541
16432560866854047398|16075012399062182647|29371.8|8540
5611792484154612496|14219234277592010397|33852.4|8539
1153906381578732512|5365571413161210794|62389.4|8538
14847804103775921752|2862383950081771312|70276.5|8537
672843184051508949|2557255976076978585|52823.8|8536
12671646590565448246|15498215812531095158|80591.6|8535
8258765760949966955|803460464947996993|1104.24|8534
16963459745526449120|15266478709735278766|6600.45|8533
11721105009495701740|14329073142212892690|8894|8532
484865832390008578|16176863970061635999|15233|8531
11819207370033707681|3011188381858845026|35415.1|8530
6730070541433352030|10743263723563916248|7394.73|8529
3114069822819259849|4766744003995497258|401.556|8528
7947470515360350336|5993437018620219627|35391|8527
15236116256101351398|9945525634235791006|11169.7|8526
15116819229946704112|9779210802121084791|11556.5|8525
16474072101878926150|4868003689056275382|3649.02|8524
1854640582825573547|1793202586319481108|25529.5|8523
3036732773590971556|12751864277048133264|8078.56|8522
16830325426633899571|11544666762847312056|6877.03|8521
12860351846381852096|8258765760949966955|5542.53|8520
16949454268899745861|6755639501309347792|6577.91|8519
1984738072390426218|16569086110199495225|10182.4|8518
3173601808008890033|288602537503661739|13609.8|8517
9008959971223116842|13104332581243400595|38823.3|8516
10850495447403543643|4112407253547314854|26189.5|8515
3037551005285363495|13091824766779236991|3900.66|8514
666728611787391225|10826738273268011795|8392.43|8513
6566468771361926642|16040815785567616800|24183.7|8512
14004778242206183485|315680405286554502|32261.9|8511
1973917337700523369|7262875242576990532|14508.7|8510
3753598577489157158|1588808418958755633|72110.3|8509
67817049410745437|15283797595346033768|43709.6|8508
641134914476707506|16152292961562525330|23643.4|8507
4195984504324259279|17267635753022174332|52312.7|8506
12031214141677967261|4458174491555644838|14689.9|8505
6996613436281060868|5482443482888095443|8540.3|8504
16474072101878926150|1922270264330491342|7355.33|8503
8071434069350235165|15052050763788296865|18366|8502
2758308277433018102|1425921625013130819|11783.1|8501
