6001704342892989237|2373554658473103656|865.119|6900
5342877138840654973|6907947981265903635|18331.3|6899
12446083736042743271|9023386793262919503|87301.5|6898
7853732130424559017|5227030445305835149|15388.9|6897
3682601173198046913|14102146159955622297|43507|6896
9264349137598151405|11629041086143699395|32775.6|6895
5890052258279982215|8183963190419449016|24329.3|6894
216179439456751134|10790695405935176339|21358.3|6893
15957033474840808858|16618857197112211782|3263.81|6892
1191037830252312632|1764376418508932268|392.277|6891
803460464947996993|816858056992105480|3444.69|6890
12987899307717036945|326161210462256798|5416.03|6889
1322422755827425843|10437000235810826553|17323.5|6888
11926891824304468395|13991206631155393514|9775.82|6887
13965822619322214028|17997932812725033971|3378.21|6886
11248782510557550097|16183194871248615795|11464.1|6885
1050011550914613773|1425921625013130819|6352.92|6884
14554316228454910316|11541195251211759768|591.965|6883
13262315314520723642|17475875570383233929|4076.35|6882
2036157453044767069|796153653351440753|5949.87|6881
14782724735892657211|11720125702544952546|16444|6880
2594241365413499432|152506651874747164|32859|6879
6746779966215279745|8098367654750967961|11912.7|6878
4112407253547314854|8716967593356876990|8193.17|6877
10402886585866356116|14470399642045617804|61517.7|6876
13396383831299276585|8952611536508906597|3.662|6875
14416486915798911940|6514717475186523172|36607.5|6874
13767047441936520060|13088896218434526647|20959.2|6873
8816906447091952988|7492922433373233553|10386.3|6872
10057463723132739181|6514717475186523172|18706.2|6871
12750711440155557979|3011188381858845026|961.079|6870
12957946536318966771|10018632040243764089|3413.79|6869
2897940047771699829|15319372294105359565|3483.22|6868
13358148966966095953|1191037830252312632|22885.8|6867
9537402043061711328|10018632040243764089|365.233|6866
1104866339495746617|11537401152009262444|4489.27|6865
5369185299138330783|354188050557812127|2231.5|6864
16949454268899745861|18000545788860888108|45237.6|6863
15283797595346033768|6563276588801460424|43550.6|6862
13973877552275466755|3491055208383909868|1395.73|6861
8437998133922122938|14395697057152468917|46243.4|6860
4930785684605186872|10430661107579975579|38508.5|6859
3297370904884307724|2991571093721841950|277.378|6858
4013964794356268746|5358977637972413181|61523.1|6857
4819684724401307308|3280132928231543808|37065.6|6856
3988619781264026346|8477026732154951185|74216.6|6855
11891241577720152565|3137021024062201313|31243.7|6854
8477026732154951185|193327716422379354|31668|6853
15993784393510922283|15414641671005513890|43907.2|6852
67817049410745437|16474072101878926150|79942.2|6851
2029392730229760243|15610365148185711191|19464.8|6850
8146762002727757064|13865161197332952523|46931.1|6849
4242729117432086414|8225189072584032858|36282.7|6848
2368759919558464634|6708535918290965467|46718.5|6847
886394696627860603|12623531477175093642|7506.06|6846
426295360069585487|1322422755827425843|1949.28|6845
12623531477175093642|9537402043061711328|21776|6844
8223456933647613156|5358977637972413181|69062.6|6843
4609047145871003075|6378218711487773932|52055.1|6842
6468259083702937498|3005579178180518698|788.822|6841
17997932812725033971|8549114213243463958|1977.31|6840
6681851597455375026|816858056992105480|10927|6839
12555170934045088777|17997932812725033971|63051.2|6838
15249868421841976824|9087990210576346095|16637.6|6837
6517218261257165889|10822523595567428761|3382.98|6836
16392295452196422774|13347780332991177579|26683.7|6835
1476899746339571683|10884833300878872260|29519.5|6834
8423166479074814532|428831955293384643|2537|6833
8243429664439419272|16661364073813271042|3451.47|6832
14299258589947167033|134696632974582719|33.7206|6831
4328801811458012929|2319717281198540746|8195.6|6830
2776115953919262008|15610365148185711191|6911.47|6829
402254134984486905|13605739463485101632|22940.1|6828
15812405202370577066|4758176615299982766|1971.53|6827
2594241365413499432|3280132928231543808|7315.16|6826
9078143483776602521|16136204637457079735|9289.91|6825
10938837133513484918|4458174491555644838|14276.6|6824
16920455976504046496|1066293864865210887|45766|6823
5674994975503624162|18117035373745445526|975.452|6822
713310523355879066|9007944795609980904|44549.5|6821
5611792484154612496|7377537311195682117|31018.6|6820
9731693539877923073|14782724735892657211|44874.4|6819
5237566595542893941|4026810602137871970|15312|6818
3297370904884307724|18174778787426609462|8.88278|6817
5104057821918076236|11254844994798952423|18069.9|6816
7429318378789063643|9669620090773693909|40781.6|6815
16183194871248615795|3988619781264026346|45694.8|6814
6517218261257165889|8993408487348929837|1653.16|6813
3719050015775627345|2103055867693409543|11634.6|6812
1344163494871787398|10689320042157297004|415.923|6811
9514465031656513235|13975862923866842700|15362.2|6810
6945508277165277087|16093851101768435169|872.82|6809
16136204637457079735|17716083095885889907|6034|6808
16920455976504046496|4582265200090253529|78721.9|6807
2689919418533555144|3114069822819259849|14745.3|6806
13423832700047919060|2319717281198540746|9291.71|6805
17392079597931536642|9264349137598151405|32347.9|6804
11966516003447021047|17679315781327027544|68086.4|6803
16191267438274365331|721673933777086238|25907.5|6802
4977591091492323704|6206743388307245387|30556.4|6801
